quote_date,market_close_time_eastern,source_name,source_url,notes
2014-11-28,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2014-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2015-11-27,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2015-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2016-07-01,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2016-11-25,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2016-12-23,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2017-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2017-11-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2017-12-22,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2018-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2018-11-23,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2018-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2019-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2019-11-29,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2019-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2020-11-27,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2020-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2021-07-02,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2021-11-26,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2022-07-01,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2022-11-25,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2022-12-23,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2023-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2023-11-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2023-12-22,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2024-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2024-11-29,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2024-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2025-07-03,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2025-11-28,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2025-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2026-11-27,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
2026-12-24,12:45,Cboe U.S. Options Holiday Hours,https://www.cboe.com/about/hours/us-options/,"Checked-in early-close manifest row for U.S. options half-day handling."
